id,name
68157970,漂亮的尻子玉
68157971,河童蛙的上等皮
68157972,河童蛙的苔坚甲
68157973,河童蛙的大碟
68157974,河童蛙的大嘴
68157975,天狗兽的毛
68157976,天狗兽的冠帽
68157977,天狗兽的臂羽
68157978,天狗兽的尾甲
68157979,天狗兽的爪
68157980,腐毒柿子
68157981,麻辣柿子
68157982,发光柿子
68157983,天狗兽的刚毛
68157984,天狗兽的坚冠帽
68157985,天狗兽的上等臂羽
68157986,天狗兽的坚尾甲
68157987,天狗兽的尖爪
68157988,人鱼龙的上等鳞
68157989,人鱼龙的坚壳
68157990,人鱼龙的尖钩爪
68157991,人鱼龙的怒发鳍
68157992,人鱼龙的假寐粉
68157993,怨虎龙的上等鳞
68157994,怨虎龙的坚壳
68157995,怨虎龙的妖臂刃
68157996,怨虎龙的刚盔角
68157997,怨虎龙的妖刀壳
68157998,怨虎龙的紫玉
68157999,怨虎龙的魂结晶
68158000,泥翁龙的上等鳞
68158001,泥翁龙的坚壳
68158002,泥翁龙的尖爪
68158003,泥翁龙的刚毛鳍
68158004,泥翁龙的长胡须
68158005,泥翁龙的黄玉
68158006,黄金色的粘泥土
68158007,雪鬼兽的刚毛
68158008,雪鬼兽的上等皮
68158009,雪鬼兽的坚臂甲
68158010,雪鬼兽的尖角
68158011,雪鬼兽的尖拳爪
68158012,寒冷的坚冰块
68158013,妃蜘蛛的坚壳
68158014,妃蜘蛛的绢丝
68158015,妃蜘蛛的灯腹
68158016,妃蜘蛛的锐爪
68158017,妃蜘蛛的钩棘
68158018,风神龙的坚壳
68158019,风神龙的上等皮
68158020,风神龙的尖角
68158021,风神龙的尖爪
68158022,风神龙的风袋
68158023,风神龙的碧棘
68158024,风神的龙玉
68158025,雷神龙的坚壳
68158026,雷神龙的上等皮
68158027,雷神龙的尖角
68158028,雷神龙的尖爪
68158029,雷神龙的雷袋
68158030,雷神龙的触手
68158031,雷神的龙玉
68158032,渊源的岚鳞
68158033,渊源的岚角
68158034,渊源的岚玉
68158035,赫摇的龙鳞
68158036,奇绝的赫灼壳
68158037,天彗龙的尖爪
68158038,天彗龙的尾巴
68158039,赫赫的枪翼
68158040,天彗龙的背尖甲
68158041,招来赫星的龙气玉
68158042,沸腾的赫耀液
68158043,霸主的熊掌
68158044,霸主的起泡滑液
68158045,霸主的轰炎袋
68158046,霸主的弯曲角
68158047,霸主的超电壳
68158048,霸主的尸毒棘
68158049,狸兽的引火液
68158050,臣蜘蛛的丝
68158051,臣蜘蛛的绢丝
68158052,飞雷龙的鳞
68158053,飞雷龙的上等鳞
68158054,飞雷龙的毛皮
68158055,飞雷龙的上等毛皮
68158056,飞雷龙的皮膜
68158057,飞雷龙的爪
68158058,飞雷龙的尖爪
68158059,飞雷龙的电极针
68158060,飞雷龙的雷极针
68158061,泥鱼龙的上等鳞
68158062,泥鱼龙的坚壳
68158063,泥鱼龙的锐牙
68158064,泥鱼龙的上等鳍
68158065,霞龙的翼
68158066,怪异的牙
68158067,怪异的锐牙
68158068,搔鸟的鳞
68158069,搔鸟的上等鳞
68158070,搔鸟的皮
68158071,搔鸟的上等皮
68158072,搔鸟的喙
68158073,搔鸟的大喙
68158074,搔鸟的饰羽
68158075,搔鸟的大饰羽
68158076,毒妖鸟的鳞
68158077,毒妖鸟的上等鳞
68158078,毒妖鸟的甲壳
68158079,毒妖鸟的坚壳
68158080,毒妖鸟的羽毛
68158081,毒妖鸟的翼
68158082,毒妖鸟的喉袋
68158083,毒妖鸟的大喉袋
68158084,毒妖鸟的尾巴
68158085,蛮颚龙的上等鳞
68158086,蛮颚龙的上等毛皮
68158087,蛮颚龙的锐牙
68158088,蛮颚龙的大鼻骨
68158089,蛮颚龙的宝玉
68158090,爆鳞龙的上等鳞
68158091,爆鳞龙的坚壳
68158092,爆鳞龙的尾巴
68158093,爆鳞龙的爆腺
68158094,爆鳞龙的尖爪
68158095,爆鳞龙的翼
68158096,爆鳞龙的宝玉
68158097,巨大的硬骨
68158098,坚硬的巨骨
68158099,丰沃的泥
68158100,雌火龙的余料
68158101,雌火龙的上等余料
68158102,火龙的余料
68158103,火龙的上等余料
68158104,雷狼龙的余料
68158105,雷狼龙的上等余料
68158106,青熊兽的余料
68158107,青熊兽的上等余料
68158108,眠狗龙王的余料
68158109,眠狗龙王的上等余料
68158110,白兔兽的余料
68158111,白兔兽的上等余料
68158112,土砂龙的余料
68158113,土砂龙的上等余料
68158114,毒狗龙王的余料
68158115,毒狗龙王的上等余料
68158116,水兽的余料
68158117,水兽的上等余料
68158118,冰牙龙的余料
68158119,冰牙龙的上等余料
68158120,赤甲兽的余料
68158121,赤甲兽的上等余料
68158122,岩龙的余料
68158123,岩龙的上等余料
68158124,迅龙的余料
68158125,迅龙的上等余料
68158126,硝化伞菇
68158127,麻痹菇
68158128,毒菇
68158129,心跳加速菇
68158130,曼陀罗
68158131,结冰金属
68158132,雪光金属
68158133,光水晶
68158134,璀璨水晶
68158135,红莲石
68158136,狱炎石
68158137,灵鹤石
68158138,白鸠石
68158139,苦虫
68158140,光虫
68158141,雷光虫
68158142,火药草
68158143,常春藤叶
68158144,眠草
68158145,霜降草
68158146,流水草
68158147,落阳草
68158148,落阳草的花
68158149,木天蓼
68158150,烟果实
68158151,屠龙果实
68158152,空心果实
68158153,针果实
68158154,扩散果实
68158155,爆裂果实
68158156,龙击果实
68158157,斩裂果实
68158158,硬质骨头
68158159,扭曲怪骨
68158160,残缺龙骨
68158161,埋藏的骨骸
68158162,良质硬骨
68158163,古老龙骨
68158164,扭曲的坚怪骨
68158165,埋藏的龙骨骸
68158166,蜘蛛网
68158167,炸药
68158168,木桶盖
68158169,珍品菇
68158170,火球酸浆
68158171,狐火酸浆
68158172,幽炎酸浆
68158173,特产竹笋
68158174,严选竹笋
68158175,珍品竹笋
68158176,寒冷冻松果
68158177,冰冷冻松果
68158178,极寒冻松果
68158179,木筏牡蛎
68158180,船艇牡蛎
68158181,军舰牡蛎
68158182,异国金币
68158183,皇家金币
68158184,隐秘金币
68158185,朴素彩水晶
68158186,湿润彩水晶
68158187,瀑布彩水晶
68158188,贪食猪笼草
68158189,美食猪笼草
68158190,三星猪笼草
68158191,皇家独角仙
68158192,王者独角仙
68158193,神圣独角仙
68158194,小颗仙人掌
68158195,大颗仙人掌
68158196,国王仙人掌
68158197,热带草莓
68158198,灼热草莓
68158199,焦热草莓
68158200,沙石蔷薇
68158201,巨岩蔷薇
68158202,大地蔷薇
68158203,燃石炭
68158204,强燃石炭
68158205,最强燃石炭
68158206,玉髓化的龙骨片
68158207,玉髓化的龙大骨
68158208,玉髓化的龙头骨
68158209,铋石
68158210,铋光石
68158211,铋辉石
68158212,龙蛋
68158213,优质龙蛋
68158214,冰结化石
68158215,大冰结化石
68158216,硬甲龙的蛋
68158217,硬甲龙的优质蛋
68158218,大王香花
68158219,甜蜜大王香花
68158220,铋结晶
68158221,大块铋结晶
68158222,大磨刀鲹鱼
68158223,着火鲣鱼
68158224,大着火鲣鱼
68158225,发火旗鱼
68158226,大发火旗鱼
68158227,扩散金鱼
68158228,小金鱼
68158229,旗鱼
68158230,赤金鱼
68158231,黄金鱼
68158232,白金鱼
68158233,锦鱼
68158234,王锦鱼
68158235,大王锦鱼
68158237,火炎桶爆弹
68158238,爆破苦无
68158247,朴素的余料
68158248,朴素的上等余料
68158253,矿石的余料
68158254,矿石的上等余料
68158255,虫的余料
68158256,虫的上等余料
68158257,骨的余料
68158258,骨的上等余料
68158259,毛皮的余料
68158260,毛皮的上等余料
68158261,垂皮龙的余料
68158262,垂皮龙的上等余料
68158263,狗龙的余料
68158264,狗龙的上等余料
68158265,飞甲虫的余料
68158266,飞甲虫的上等余料
68158267,硬甲龙的余料
68158268,硬甲龙的上等余料
68158269,镰鼬龙的余料
68158270,镰鼬龙的上等余料
68158271,河童蛙的余料
68158272,河童蛙的上等余料
68158273,有弹性的余料
68158274,珍珠色的上等余料
68158275,搔鸟的余料
68158276,搔鸟的上等余料
68158277,伞鸟的余料
68158278,伞鸟的上等余料
68158279,人鱼龙的余料
68158280,人鱼龙的上等余料
68158281,毒妖鸟的余料
68158282,毒妖鸟的上等余料
68158283,飞雷龙的余料
68158284,飞雷龙的上等余料
68158285,天狗兽的余料
68158286,天狗兽的上等余料
68158287,蛮颚龙的余料
68158288,蛮颚龙的上等余料
68158289,泡狐龙的余料
68158290,泡狐龙的上等余料
68158291,怨虎龙的余料
68158292,怨虎龙的上等余料
68158293,雪鬼兽的余料
68158294,雪鬼兽的上等余料
68158295,角龙的余料
68158296,角龙的上等余料
68158297,轰龙的余料
68158298,轰龙的上等余料
68158299,泥翁龙的余料
68158300,泥翁龙的上等余料
68158301,泥鱼龙的上等余料
68158302,风神龙的上等余料
68158303,金狮子的上等余料
68158304,妃蜘蛛的上等余料
68158305,雷神龙的上等余料
68158306,爆鳞龙的上等余料
68158307,霞龙的上等余料
68158308,钢龙的上等余料
68158309,炎王龙的上等余料
68158310,天彗龙的上等余料
68158311,炸裂沙丁鱼
68158312,弩弹
68158313,穿甲榴弹
68158314,后退弹
68158315,大炮弹
68158316,<COLOR FF0000>#Rejected#</COLOR> I_0876_Name
68158317,蓄力电击弹
68158318,火炎弹　组合
68158319,火炎热光线　组合
68158320,<COLOR FF0000>#Rejected#</COLOR> I_0880_Name
68158321,加速速射弹
68158322,加速扩散弹
68158323,铁虫丝弹
68158324,<COLOR FF0000>#Rejected#</COLOR> I_0884_Name
68158325,<COLOR FF0000>#Rejected#</COLOR> I_0885_Name
68158327,堆积如山菇
68158328,乌云蔽日菇
68158329,观星花
68158330,观星丽花
68158331,不祥的布
68158332,不祥的暗布
68158333,北东西大南瓜
68158334,终结大南瓜
68158335,哥特水母
68158336,哥特式哥特水母
68158337,眠贝
68158338,毒蜘蛛蝎
68158339,大锹凤蝶
68158340,花铃虫
68158341,大王扶桑花
68158342,铠石鲷
68158343,春夜鲤
68158344,兽玉
68158345,锐利的牙
68158346,传统团子素材
68158347,秘传团子素材
68158423,补给专用肉饵
68158424,增强剂
68158425,网子
68158426,LV2火药粉
68158427,LV3火药粉
68158428,钢蛋
68158429,银蛋
68158430,金蛋
68158431,勇气之证
68158432,勇气之证G
68158433,发火果实
68158434,着火果实
68158435,白肝
68158436,波波舌
68158437,垂皮油
68158438,怪物肝
68158439,熟成菇
68158440,美丽的腹袋
68158441,秘密袋
68158442,圆滚滚橡子
68158443,丸鸟粪
68158444,丸鸟蛋
68158445,丸鸟金蛋
68158446,龙之泪
68158447,大颗龙之泪
68158448,牙兽泪
68158449,大颗牙兽泪
68158450,军队的信息素
68158451,女王的信息素
68158452,龙秘宝
68158453,闪耀的尻子玉
68158454,装束票券
68158456,随从票券
68158457,炎火票券
68158458,公会票券
68158459,百龙击退证・一
68158460,百龙击退证・二
68158461,百龙击退证・三
68158462,百龙击退证・四
68158463,百龙击退证・五
68158464,百龙击退证・六
68158465,百龙击退证・七
68158466,百龙击退证・八
68158467,王者的头冠
68158468,火龙的锐翼爪
68158469,岩龙的尾巴
68158470,岩龙的胸壳
68158471,岩龙的坚胸壳
68158472,狗龙的上等皮
68158473,坚铠玉
68158474,重铠玉
68158475,水光原珠
68158476,修罗原珠
68158477,琉璃原珠
68158478,<COLOR FF0000>#Rejected#</COLOR> I_1038_Name
68158479,<COLOR FF0000>#Rejected#</COLOR> I_1039_Name
68158480,巨大柿子
68158481,商人橡子
68158482,怪物的粪
68158483,异臭球
68158484,补给专用异臭球
68158485,搔鸟硬币
68158486,土砂龙硬币
68158488,迅龙硬币
68158489,冰牙龙硬币
68158490,金狮子硬币
68158493,爆鳞龙硬币
68158494,斗技王硬币
68158495,狩猎王硬币
68158496,击龙王硬币
68158497,<COLOR FF0000>#Rejected#</COLOR> I_1057_Name
68158499,蓄力贯穿弹
68158500,灰色种子
68158501,红色种子
68158502,大翔虫
68158503,二连弩弹
68158504,三连弩弹
68158506,猎友票券
68158507,水冷桶爆弹
68158508,电击桶爆弹
68158509,冰结桶爆弹
68158510,苍色种子
68158511,金色种子
68158512,银色种子
68158513,二连大炮弹
68158514,二连大炮弹・强
68158515,百龙击退证・九
68158516,贝尔纳石
68158517,东多尔玛磷矿
68158518,洛克拉克矿
68158519,巴尔巴雷石英
68158520,米那加尔迪结晶
68158522,知识结晶
68158523,狂野黑皮革
68158524,秘密变装道具
68158525,漆黑水晶
68158526,天道绘卷轴
68158527,大神图
68158528,杀意之波动
68158529,爱犬的螺丝
68158530,被破坏的骑士盔甲
68158531,开花票券
68158532,潜水票券
68158533,闪耀票券
68158534,感谢票券
68158535,原初矿石
68158536,金环
68158540,随从金环
68158541,猎人金环
68158542,苍世之证
68158543,苍世宝玉
68159441,领悟橡子
68159442,迅炼丹
68159443,特浓神秘油
68159444,浓稠神秘油
68159445,药用神秘油
68159446,雌火龙的重壳
68159447,雌火龙的厚鳞
68159448,雌火龙的厚翼膜
68159449,雌火龙的秘棘
68159450,雌火龙的天鳞
68159451,火龙的厚鳞
68159452,火龙的重壳
68159453,火龙的韧尾
68159454,火龙的刚翼
68159455,火龙的天鳞
68159456,火龙的刚翼爪
68159457,珍珠色的艳皮
68159458,怪异的重牙
68159459,特选白化瘦肉
68159460,岩龙的重壳
68159461,岩龙的重胸壳
68159462,岩龙的刚翼
68159463,岩龙的天壳
68159464,角龙的重甲
68159465,角龙的重尾甲
68159466,角龙的重壳
68159467,坚固的弯曲角
68159468,极品蟹黄
68159469,大名盾蟹的刚爪
68159470,大名盾蟹的重壳
68159471,陈旧的深红角
68159472,将军镰蟹的刚爪
68159473,将军镰蟹的重壳
68159474,将军镰蟹的重脚
68159475,重龙头壳
68159476,极品宿珍珠
68159477,极品黑珍珠
68159478,金狮子的刚角
68159479,金狮子的重牙
68159480,金狮子的黑荒毛
68159481,金狮子的刚爪
68159482,黄金色的煌毛
68159483,金狮子的冲天怒发
68159484,罗刹的金刚角
68159485,金狮子心
68159486,钢龙的重壳
68159487,钢之厚龙鳞
68159488,钢龙的刚翼
68159489,钢龙的刚角
68159490,钢龙的韧尾
68159491,钢龙的刚爪
68159492,霞龙的特等皮
68159493,霞龙的刚角
68159494,霞龙的刚爪
68159495,霞龙的韧尾
68159496,霞龙的刚翼
68159497,炎王龙的重壳
68159498,炎王龙的韧尾
68159499,炎王龙的刚角
68159500,狱炎的厚龙鳞
68159501,炎龙的刚爪
68159502,炎龙的刚翼
68159503,轰龙的厚鳞
68159504,轰龙的重壳
68159505,轰龙的刚爪
68159506,轰龙的重牙
68159508,轰龙的韧尾
68159509,轰龙的天鳞
68159510,迅龙的厚鳞
68159511,迅龙的豪黑毛
68159512,迅龙的韧尾
68159513,迅龙的重尾棘
68159514,迅龙的刚刃翼
68159515,迅龙的重牙
68159516,迅龙的天鳞
68159517,冰牙龙的重壳
68159518,冰牙龙的厚毛皮
68159519,冰牙龙的刚爪
68159520,冰牙龙的重棘
68159521,冰牙龙的韧尾
68159522,琥珀色的重牙
68159523,土砂龙的重壳
68159524,土砂龙的重甲
68159525,土砂龙的刚爪
68159526,土砂龙的重头壳
68159527,土砂龙的韧尾
68159528,海绵质的厚皮
68159529,水兽的厚鳞
68159530,水兽的刚爪
68159531,帅气的头冠
68159532,水兽的韧尾
68159533,眠狗龙王的厚皮
68159534,伟大的头冠
68159535,雷狼龙的重壳
68159536,雷狼龙的雷电毛
68159537,雷狼龙的刚角
68159538,雷狼龙的刚爪
68159539,雷狼龙的韧尾
68159540,雷狼龙的雷电壳
68159541,雷狼龙的天玉
68159542,毒狗龙王的厚皮
68159543,伟大的喙
68159544,青熊兽的豪刚毛
68159545,青熊兽的重壳
68159546,青熊兽的重臂甲
68159547,白兔兽的豪刚毛
68159548,白兔兽的灵耳
68159549,白兔兽的重腹甲
